Day/Questions,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Mood (0-10),6,6,7,3,4,5,7,8,8,8,9,8,8,9,7,9,10,7,7,9,3,6,6,5,4,6,5,5
Irritability (0-10),1,1,1,1,1,0,1,0,1,1,0,0,1,0,4,0,1,1,0,3,0,6,5,1,0,0,1,0
Self-esteem (0-10),7,7,3,5,6,5,8,7,7,9,8,7,7,9,8,9,9,7,7,7,6,7,4,7,3,5,7,5
Hours of sleep (0-24),9,7,7,5,4,3,6,6,8,6,7,7,8,8,5,5,4,6,8,5,5,7,8,11,11,7,9,10
Energy (0-10),3,6,5,5,4,4,7,7,8,8,8,9,7,9,7,9,9,9,9,7,7,5,4,5,3,7,1,0
Talkative/social (0 or 1),0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
Racing thoughts (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distractability (0 or 1),0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Goal directed activity (0 or 1),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Risky behaviors (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Drugs in past 24 hours to cause symptoms (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hospitalization/psychotic features (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Less interested/less pleasure (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Increase or decrease in appetite (0 or 1),0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Current weight? (0-500),121,123,120,118,118,117,117,119,117,114,118,115,116,114,115,114,115,117,116,115,114,117,118,117,114,119,116,119
Hard time falling asleep/sleeping more (0 or 1),0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Feeling slow or agitated/restless (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Fatigue/lack of energy (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Worthlessness/guilt (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hard time concentrating/decision making (0 or 1),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suicidal thoughts (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impairment of function (0 or 1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warning sign 1 (1 or 0):,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warning sign 1 alerts you to (hypo/mania/dep/addic),Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo
Warning sign 1 severity,0,0,0,9,9,9,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warning sign 2 (1 or 0):,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warning sign 2 alerts you to (hypo/mania/dep/addic),Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo,Hypo
Warning sign 2 severity,0,4,0,0,4,5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warning sign 3 (1 or 0):,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
Warning sign 3 alerts you to (hypo/mania/dep/addic),Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep,Dep
Warning sign 3 severity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,0,4
Intervention 1 (1 or 0):,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1
Intervention 1 amount:,0,0,44,44,0,44,44,44,0,0,46,46,0,0,0,0,45,0,0,0,45,0,45,44,44,45,0,30
Intervention 2 (1 or 0):,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Intervention 2 amount:,14,16,16,15,14,14,15,16,0,0,14,0,14,0,0,14,0,15,0,0,0,17,0,0,0,0,0,0
Intervention 3 (1 or 0):,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intervention 3 amount:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intervention 4 (1 or 0):,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intervention 4 amount:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medication 1 (1 or 0):,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
Medication 1 amount:,40,40,40,40,0,0,0,0,0,40,40,40,40,40,40,0,40,0,40,40,40,40,40,40,40,40,0,40
Medication 1 side effect 1 severity:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medication 1 side effect 2 severity:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medication 2 (1 or 0):,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medication 2 amount:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medication 2 side effect 1 severity:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medication 2 side effect 2 severity:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coping skill 1 (0 or 1):,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Coping skill 2 (0 or 1):,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1
Coping skill 3 (0 or 1):,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
Coping skill 4 (0 or 1):,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
